Datum,Vodostaj_Bileca,Dotok_Prethodni_Dan,Padavine_Trebinje,Temperatura_Vazduha,Doba_Godine,Pritisak_Mreze,Angazovani_Agregati,Preliv_Status,Padavine_Sutra,Padavine_Za2Dana,Promjena_Vodostaja
29.09.2000.,380.7,104.56,8.19,14.0,Jesen,Visoko,2,0,0.0,6.42,-0.01
30.09.2000.,380.71,76.79,0.0,14.9,Jesen,Srednje,1,0,6.42,30.1,0.01
01.10.2000.,380.66,72.89,6.42,16.6,Jesen,Srednje,2,0,30.1,0.0,-0.05
02.10.2000.,380.66,129.25,30.1,11.7,Jesen,Nisko,2,0,0.0,21.63,0.0
03.10.2000.,380.62,95.02,0.0,12.8,Jesen,Visoko,2,0,21.63,0.0,-0.04
04.10.2000.,380.69,126.89,21.63,15.9,Jesen,Nisko,1,0,0.0,10.84,0.07
05.10.2000.,380.69,92.48,0.0,18.0,Jesen,Srednje,1,0,10.84,5.94,0.0
06.10.2000.,380.72,96.22,10.84,10.8,Jesen,Srednje,1,0,5.94,7.59,0.03
07.10.2000.,380.73,88.37,5.94,13.1,Jesen,Nisko,1,0,7.59,0.0,0.01
08.10.2000.,380.69,85.31,7.59,18.7,Jesen,Nisko,1,0,0.0,1.47,-0.04
09.10.2000.,380.71,64.49,0.0,3.5,Jesen,Srednje,1,0,1.47,0.0,0.02
10.10.2000.,380.69,50.21,1.47,9.2,Jesen,Visoko,1,0,0.0,46.32,-0.02
11.10.2000.,380.62,38.48,0.0,17.9,Jesen,Visoko,2,0,46.32,15.39,-0.07
12.10.2000.,380.61,145.51,46.32,16.4,Jesen,Visoko,2,0,15.39,0.0,-0.01
13.10.2000.,380.69,147.74,15.39,14.1,Jesen,Srednje,1,0,0.0,0.0,0.08
14.10.2000.,380.74,115.06,0.0,10.2,Jesen,Nisko,1,0,0.0,0.0,0.05
15.10.2000.,380.76,83.26,0.0,8.5,Jesen,Nisko,1,0,0.0,21.5,0.02
16.10.2000.,380.72,62.03,0.0,9.6,Jesen,Visoko,2,0,21.5,24.01,-0.04
17.10.2000.,380.7,100.47,21.5,18.2,Jesen,Srednje,2,0,24.01,0.0,-0.02
18.10.2000.,380.71,133.96,24.01,9.5,Jesen,Srednje,2,0,0.0,0.0,0.01
19.10.2000.,380.69,99.22,0.0,12.4,Jesen,Visoko,2,0,0.0,0.0,-0.02
20.10.2000.,380.67,77.8,0.0,9.0,Jesen,Srednje,2,0,0.0,0.0,-0.02
21.10.2000.,380.63,62.42,0.0,15.4,Jesen,Srednje,1,0,0.0,0.0,-0.04
22.10.2000.,380.61,45.79,0.0,9.8,Jesen,Nisko,1,0,0.0,6.66,-0.02
23.10.2000.,380.56,39.85,0.0,11.6,Jesen,Srednje,1,0,6.66,0.0,-0.05
24.10.2000.,380.52,50.86,6.66,5.3,Jesen,Visoko,2,0,0.0,0.0,-0.04
25.10.2000.,380.51,41.46,0.0,5.5,Jesen,Srednje,1,0,0.0,14.83,-0.01
26.10.2000.,380.47,32.99,0.0,12.0,Jesen,Srednje,1,0,14.83,0.0,-0.04
27.10.2000.,380.49,68.02,14.83,6.7,Jesen,Nisko,1,0,0.0,0.0,0.02
28.10.2000.,380.47,49.45,0.0,20.4,Jesen,Nisko,1,0,0.0,1.16,-0.02
29.10.2000.,380.45,38.72,0.0,3.8,Jesen,Srednje,1,0,1.16,18.86,-0.02
30.10.2000.,380.44,32.61,1.16,8.8,Jesen,Nisko,1,0,18.86,0.0,-0.01
31.10.2000.,380.39,72.57,18.86,12.1,Jesen,Srednje,2,0,0.0,0.0,-0.05
01.11.2000.,380.36,52.3,0.0,10.5,Jesen,Srednje,1,0,0.0,7.22,-0.03
02.11.2000.,380.35,42.09,0.0,7.6,Jesen,Visoko,1,0,7.22,0.0,-0.01
03.11.2000.,380.32,50.82,7.22,8.2,Jesen,Nisko,1,0,0.0,45.31,-0.03
04.11.2000.,380.32,42.3,0.0,8.0,Jesen,Srednje,1,0,45.31,21.56,0.0
05.11.2000.,380.34,145.37,45.31,10.9,Jesen,Srednje,2,0,21.56,0.0,0.02
06.11.2000.,380.4,160.74,21.56,19.8,Jesen,Srednje,2,0,0.0,0.0,0.06
07.11.2000.,380.41,116.23,0.0,12.3,Jesen,Visoko,2,0,0.0,12.59,0.01
08.11.2000.,380.42,86.08,0.0,16.7,Jesen,Nisko,1,0,12.59,0.0,0.01
09.11.2000.,380.43,95.0,12.59,14.0,Jesen,Srednje,1,0,0.0,1.82,0.01
10.11.2000.,380.46,69.51,0.0,16.5,Jesen,Srednje,1,0,1.82,0.0,0.03
11.11.2000.,380.45,56.0,1.82,0.8,Jesen,Srednje,1,0,0.0,0.0,-0.01
12.11.2000.,380.41,40.57,0.0,10.8,Jesen,Srednje,1,0,0.0,0.0,-0.04
13.11.2000.,380.4,30.57,0.0,17.2,Jesen,Nisko,1,0,0.0,0.0,-0.01
14.11.2000.,380.35,22.89,0.0,9.7,Jesen,Srednje,1,0,0.0,0.0,-0.05
15.11.2000.,380.31,17.37,0.0,19.0,Jesen,Srednje,1,0,0.0,0.0,-0.04
16.11.2000.,380.26,13.08,0.0,17.9,Jesen,Visoko,1,0,0.0,21.11,-0.05
17.11.2000.,380.25,12.63,0.0,10.1,Jesen,Nisko,0,0,21.11,50.43,-0.01
18.11.2000.,380.24,63.55,21.11,10.0,Jesen,Nisko,1,0,50.43,0.0,-0.01
19.11.2000.,380.29,172.86,50.43,7.9,Jesen,Srednje,2,0,0.0,0.0,0.05
20.11.2000.,380.32,125.63,0.0,9.5,Jesen,Nisko,1,0,0.0,3.9,0.03
21.11.2000.,380.37,92.32,0.0,7.1,Jesen,Srednje,1,0,3.9,0.19,0.05
22.11.2000.,380.34,76.37,3.9,13.7,Jesen,Nisko,1,0,0.19,0.68,-0.03
23.11.2000.,380.31,55.65,0.19,6.2,Jesen,Srednje,1,0,0.68,11.55,-0.03
24.11.2000.,380.27,45.81,0.68,14.4,Jesen,Visoko,1,0,11.55,1.18,-0.04
25.11.2000.,380.3,63.71,11.55,14.5,Jesen,Srednje,1,0,1.18,53.65,0.03
26.11.2000.,380.3,51.27,1.18,5.4,Jesen,Srednje,1,0,53.65,0.0,0.0
27.11.2000.,380.37,183.57,53.65,18.2,Jesen,Visoko,2,0,0.0,18.32,0.07
28.11.2000.,380.42,141.64,0.0,14.1,Jesen,Srednje,1,0,18.32,0.0,0.05
29.11.2000.,380.46,150.41,18.32,15.0,Jesen,Srednje,2,0,0.0,7.72,0.04
30.11.2000.,380.47,112.77,0.0,9.0,Jesen,Visoko,2,0,7.72,0.41,0.01
01.12.2000.,380.46,96.23,7.72,6.5,Zima,Visoko,2,0,0.41,0.0,-0.01
02.12.2000.,380.4,70.51,0.41,8.5,Zima,Visoko,2,0,0.0,19.45,-0.06
03.12.2000.,380.39,62.84,0.0,3.6,Zima,Srednje,1,0,19.45,0.0,-0.01
04.12.2000.,380.31,79.87,19.45,12.0,Zima,Visoko,2,0,0.0,2.86,-0.08
05.12.2000.,380.32,58.88,0.0,4.2,Zima,Srednje,1,0,2.86,0.0,0.01
06.12.2000.,380.33,46.59,2.86,8.6,Zima,Nisko,1,0,0.0,0.0,0.01
07.12.2000.,380.32,35.36,0.0,5.2,Zima,Srednje,1,0,0.0,0.0,-0.01
08.12.2000.,380.27,27.42,0.0,6.3,Zima,Nisko,1,0,0.0,0.71,-0.05
09.12.2000.,380.21,25.6,0.0,-2.7,Zima,Srednje,1,0,0.71,37.7,-0.06
10.12.2000.,380.1,22.42,0.71,5.5,Zima,Visoko,2,0,37.7,6.76,-0.11
11.12.2000.,380.06,72.65,37.7,1.1,Zima,Visoko,2,0,6.76,0.0,-0.04
12.12.2000.,379.98,62.58,6.76,0.6,Zima,Srednje,2,0,0.0,10.16,-0.08
13.12.2000.,379.87,45.08,0.0,11.0,Zima,Visoko,2,0,10.16,0.0,-0.11
14.12.2000.,379.86,55.0,10.16,3.1,Zima,Srednje,1,0,0.0,15.22,-0.01
15.12.2000.,379.83,42.99,0.0,-0.0,Zima,Srednje,1,0,15.22,11.38,-0.03
16.12.2000.,379.82,55.14,15.22,2.6,Zima,Srednje,1,0,11.38,4.77,-0.01
17.12.2000.,379.78,57.92,11.38,-1.2,Zima,Visoko,1,0,4.77,17.69,-0.04
18.12.2000.,379.75,56.72,4.77,9.7,Zima,Srednje,1,0,17.69,0.0,-0.03
19.12.2000.,379.79,68.11,17.69,1.2,Zima,Nisko,1,0,0.0,0.0,0.04
20.12.2000.,379.78,49.99,0.0,6.1,Zima,Srednje,1,0,0.0,0.0,-0.01
21.12.2000.,379.71,37.67,0.0,9.4,Zima,Visoko,2,0,0.0,38.41,-0.07
22.12.2000.,379.68,31.99,0.0,2.0,Zima,Visoko,1,0,38.41,0.0,-0.03
23.12.2000.,379.64,80.18,38.41,6.1,Zima,Srednje,2,0,0.0,4.22,-0.04
24.12.2000.,379.61,58.75,0.0,-0.1,Zima,Nisko,1,0,4.22,16.24,-0.03
25.12.2000.,379.61,51.01,4.22,13.8,Zima,Visoko,1,0,16.24,5.57,0.0
26.12.2000.,379.56,60.24,16.24,7.7,Zima,Visoko,2,0,5.57,0.0,-0.05
27.12.2000.,379.53,51.52,5.57,3.2,Zima,Srednje,1,0,0.0,0.0,-0.03
28.12.2000.,379.48,37.25,0.0,0.9,Zima,Visoko,1,0,0.0,0.0,-0.05
29.12.2000.,379.41,28.45,0.0,3.5,Zima,Visoko,2,0,0.0,14.75,-0.07
30.12.2000.,379.37,24.02,0.0,2.6,Zima,Srednje,1,0,14.75,50.11,-0.04
31.12.2000.,379.33,40.0,14.75,11.8,Zima,Visoko,1,0,50.11,12.89,-0.04
01.01.2001.,379.33,101.34,50.11,-0.9,Zima,Nisko,1,0,12.89,16.67,0.0
02.01.2001.,379.28,94.7,12.89,4.5,Zima,Visoko,2,0,16.67,0.0,-0.05
03.01.2001.,379.24,94.61,16.67,3.9,Zima,Srednje,2,0,0.0,0.0,-0.04
04.01.2001.,379.21,74.95,0.0,3.5,Zima,Srednje,2,0,0.0,0.0,-0.03
05.01.2001.,379.08,54.53,0.0,3.6,Zima,Visoko,2,0,0.0,8.2,-0.13
06.01.2001.,379.0,41.02,0.0,3.5,Zima,Visoko,2,0,8.2,0.0,-0.08
07.01.2001.,378.93,42.61,8.2,7.5,Zima,Nisko,1,0,0.0,8.47,-0.07
08.01.2001.,378.89,32.34,0.0,6.4,Zima,Nisko,1,0,8.47,0.0,-0.04
09.01.2001.,378.88,36.89,8.47,5.7,Zima,Srednje,1,0,0.0,0.0,-0.01
10.01.2001.,378.82,37.01,0.0,-5.0,Zima,Visoko,2,0,0.0,6.46,-0.06
11.01.2001.,378.75,27.46,0.0,5.2,Zima,Visoko,2,0,6.46,6.46,-0.07
12.01.2001.,378.69,29.98,6.46,-2.6,Zima,Srednje,1,0,6.46,7.06,-0.06
13.01.2001.,378.66,32.78,6.46,6.6,Zima,Visoko,1,0,7.06,18.42,-0.03
14.01.2001.,378.62,39.96,7.06,9.9,Zima,Visoko,1,0,18.42,0.0,-0.04
15.01.2001.,378.64,55.51,18.42,0.3,Zima,Srednje,1,0,0.0,0.0,0.02
16.01.2001.,378.61,41.64,0.0,3.0,Zima,Visoko,1,0,0.0,0.0,-0.03
17.01.2001.,378.55,31.7,0.0,1.6,Zima,Srednje,1,0,0.0,8.52,-0.06
18.01.2001.,378.51,23.71,0.0,8.9,Zima,Visoko,1,0,8.52,2.11,-0.04
19.01.2001.,378.47,31.14,8.52,4.4,Zima,Srednje,1,0,2.11,0.0,-0.04
20.01.2001.,378.44,25.56,2.11,10.9,Zima,Srednje,1,0,0.0,0.0,-0.03
21.01.2001.,378.46,19.08,0.0,5.7,Zima,Nisko,0,0,0.0,0.0,0.02
22.01.2001.,378.42,16.58,0.0,5.0,Zima,Visoko,1,0,0.0,4.38,-0.04
23.01.2001.,378.38,16.61,0.0,4.3,Zima,Srednje,0,0,4.38,0.0,-0.04
24.01.2001.,378.4,19.72,4.38,7.3,Zima,Srednje,0,0,0.0,3.77,0.02
25.01.2001.,378.33,14.81,0.0,-3.0,Zima,Visoko,2,0,3.77,0.0,-0.07
26.01.2001.,378.19,21.96,3.77,4.3,Zima,Visoko,2,0,0.0,4.44,-0.14
27.01.2001.,378.15,19.79,0.0,3.7,Zima,Visoko,1,0,4.44,17.45,-0.04
28.01.2001.,378.1,26.94,4.44,6.9,Zima,Nisko,1,0,17.45,1.4,-0.05
29.01.2001.,378.09,46.83,17.45,3.2,Zima,Visoko,1,0,1.4,5.96,-0.01
30.01.2001.,378.12,36.41,1.4,-0.2,Zima,Srednje,1,0,5.96,0.0,0.03
31.01.2001.,378.11,36.82,5.96,4.0,Zima,Nisko,1,0,0.0,0.0,-0.01
01.02.2001.,378.08,29.23,0.0,-0.3,Zima,Srednje,1,0,0.0,5.97,-0.03
02.02.2001.,378.06,21.77,0.0,-3.7,Zima,Srednje,1,0,5.97,0.0,-0.02
03.02.2001.,378.03,25.63,5.97,6.9,Zima,Nisko,1,0,0.0,2.42,-0.03
04.02.2001.,377.99,21.1,0.0,6.3,Zima,Srednje,1,0,2.42,0.0,-0.04
05.02.2001.,377.95,21.35,2.42,5.9,Zima,Visoko,1,0,0.0,0.0,-0.04
06.02.2001.,377.9,20.2,0.0,9.2,Zima,Srednje,1,0,0.0,0.0,-0.05
07.02.2001.,377.86,17.14,0.0,1.3,Zima,Srednje,1,0,0.0,0.0,-0.04
08.02.2001.,377.83,12.99,0.0,-1.7,Zima,Srednje,0,0,0.0,0.0,-0.03
09.02.2001.,377.78,11.69,0.0,3.7,Zima,Visoko,1,0,0.0,1.77,-0.05
10.02.2001.,377.82,10.22,0.0,2.6,Zima,Nisko,0,0,1.77,0.0,0.04
11.02.2001.,377.8,12.5,1.77,0.6,Zima,Srednje,0,0,0.0,5.65,-0.02
12.02.2001.,377.8,11.98,0.0,3.7,Zima,Srednje,0,0,5.65,1.66,0.0
13.02.2001.,377.75,17.18,5.65,1.6,Zima,Visoko,1,0,1.66,0.0,-0.05
14.02.2001.,377.78,15.35,1.66,-3.3,Zima,Nisko,0,0,0.0,0.0,0.03
15.02.2001.,377.77,12.39,0.0,2.2,Zima,Srednje,0,0,0.0,0.0,-0.01
16.02.2001.,377.76,15.27,0.0,-0.5,Zima,Srednje,0,0,0.0,0.0,-0.01
17.02.2001.,377.69,20.31,0.0,4.9,Zima,Visoko,1,0,0.0,0.0,-0.07
18.02.2001.,377.7,15.63,0.0,1.4,Zima,Srednje,0,0,0.0,0.0,0.01
19.02.2001.,377.64,14.19,0.0,8.4,Zima,Visoko,1,0,0.0,0.0,-0.06
20.02.2001.,377.66,11.42,0.0,10.4,Zima,Nisko,0,0,0.0,0.0,0.02
21.02.2001.,377.62,13.31,0.0,6.7,Zima,Visoko,1,0,0.0,0.0,-0.04
22.02.2001.,377.57,12.74,0.0,-2.2,Zima,Visoko,1,0,0.0,0.0,-0.05
23.02.2001.,377.56,14.62,0.0,10.0,Zima,Visoko,1,0,0.0,0.0,-0.01
24.02.2001.,377.5,11.88,0.0,10.3,Zima,Srednje,1,0,0.0,0.35,-0.06
25.02.2001.,377.51,9.07,0.0,4.1,Zima,Srednje,0,0,0.35,8.7,0.01
26.02.2001.,377.45,7.99,0.35,9.3,Zima,Srednje,1,0,8.7,0.0,-0.06
27.02.2001.,377.41,20.01,8.7,1.8,Zima,Visoko,1,0,0.0,83.71,-0.04
28.02.2001.,377.4,14.83,0.0,-3.5,Zima,Visoko,1,0,83.71,0.0,-0.01
01.03.2001.,377.68,450.0,83.71,11.0,Proljece,Srednje,2,0,0.0,0.0,0.28
02.03.2001.,377.92,369.42,0.0,20.9,Proljece,Visoko,2,0,0.0,45.52,0.24
03.03.2001.,378.03,272.46,0.0,8.0,Proljece,Nisko,2,0,45.52,0.0,0.11
04.03.2001.,378.26,450.0,45.52,14.0,Proljece,Visoko,3,1,0.0,0.0,0.23
05.03.2001.,378.45,350.05,0.0,14.1,Proljece,Srednje,2,0,0.0,0.0,0.19
06.03.2001.,378.54,272.37,0.0,11.9,Proljece,Srednje,2,0,0.0,0.0,0.09
07.03.2001.,378.62,217.03,0.0,12.2,Proljece,Srednje,2,0,0.0,15.19,0.08
08.03.2001.,378.71,183.7,0.0,14.3,Proljece,Srednje,2,0,15.19,0.0,0.09
09.03.2001.,378.75,231.84,15.19,11.8,Proljece,Srednje,2,0,0.0,1.23,0.04
10.03.2001.,378.81,176.31,0.0,8.3,Proljece,Srednje,2,0,1.23,0.0,0.06
11.03.2001.,378.86,161.05,1.23,14.9,Proljece,Srednje,2,0,0.0,74.44,0.05
12.03.2001.,378.88,155.29,0.0,18.3,Proljece,Nisko,2,0,74.44,0.0,0.02
13.03.2001.,379.19,450.0,74.44,17.5,Proljece,Srednje,2,0,0.0,0.0,0.31
14.03.2001.,379.37,339.27,0.0,10.8,Proljece,Srednje,2,0,0.0,0.0,0.18
15.03.2001.,379.49,253.45,0.0,9.0,Proljece,Srednje,2,0,0.0,0.0,0.12
16.03.2001.,379.58,204.37,0.0,12.9,Proljece,Srednje,2,0,0.0,0.0,0.09
17.03.2001.,379.65,192.0,0.0,20.3,Proljece,Srednje,2,0,0.0,0.0,0.07
18.03.2001.,379.69,170.8,0.0,16.6,Proljece,Srednje,2,0,0.0,0.0,0.04
19.03.2001.,379.69,162.21,0.0,16.8,Proljece,Nisko,2,0,0.0,0.0,0.0
20.03.2001.,379.74,153.28,0.0,17.6,Proljece,Visoko,2,0,0.0,0.0,0.05
21.03.2001.,379.76,139.66,0.0,15.7,Proljece,Nisko,2,0,0.0,0.0,0.02
22.03.2001.,379.77,126.21,0.0,14.5,Proljece,Srednje,2,0,0.0,0.0,0.01
23.03.2001.,379.78,122.73,0.0,16.6,Proljece,Nisko,2,0,0.0,0.0,0.01
24.03.2001.,379.79,106.06,0.0,11.8,Proljece,Srednje,1,0,0.0,0.0,0.01
25.03.2001.,379.77,86.58,0.0,8.3,Proljece,Srednje,1,0,0.0,29.71,-0.02
26.03.2001.,379.79,102.63,0.0,16.9,Proljece,Srednje,1,0,29.71,51.37,0.02
27.03.2001.,379.97,275.09,29.71,19.0,Proljece,Srednje,2,0,51.37,0.0,0.18
28.03.2001.,380.27,450.0,51.37,9.5,Proljece,Nisko,2,0,0.0,0.0,0.3
29.03.2001.,380.5,358.37,0.0,17.3,Proljece,Nisko,2,0,0.0,0.0,0.23
30.03.2001.,380.69,306.96,0.0,20.7,Proljece,Srednje,2,1,0.0,45.15,0.19
31.03.2001.,380.79,247.85,0.0,14.0,Proljece,Visoko,2,0,45.15,0.0,0.1
01.04.2001.,381.05,438.99,45.15,10.7,Proljece,Nisko,2,0,0.0,0.0,0.26
02.04.2001.,381.22,343.01,0.0,14.5,Proljece,Srednje,2,0,0.0,0.0,0.17
03.04.2001.,381.38,266.22,0.0,11.8,Proljece,Srednje,2,0,0.0,0.0,0.16
04.04.2001.,381.45,209.25,0.0,11.5,Proljece,Srednje,2,0,0.0,27.91,0.07
05.04.2001.,381.47,187.83,0.0,15.7,Proljece,Srednje,2,0,27.91,0.0,0.02
06.04.2001.,381.57,294.08,27.91,7.6,Proljece,Visoko,3,0,0.0,30.72,0.1
07.04.2001.,381.62,222.4,0.0,8.2,Proljece,Srednje,2,0,30.72,0.0,0.05
08.04.2001.,381.82,350.54,30.72,14.1,Proljece,Nisko,2,0,0.0,0.0,0.2
09.04.2001.,381.96,276.29,0.0,13.9,Proljece,Nisko,2,0,0.0,0.0,0.14
10.04.2001.,382.05,228.13,0.0,15.4,Proljece,Srednje,2,0,0.0,0.0,0.09
11.04.2001.,382.14,211.61,0.0,21.5,Proljece,Srednje,2,0,0.0,0.0,0.09
12.04.2001.,382.17,178.36,0.0,14.4,Proljece,Nisko,2,0,0.0,0.0,0.03
13.04.2001.,382.22,161.46,0.0,16.4,Proljece,Visoko,2,0,0.0,0.0,0.05
14.04.2001.,382.26,132.0,0.0,10.1,Proljece,Nisko,1,0,0.0,0.0,0.04
15.04.2001.,382.27,131.9,0.0,17.1,Proljece,Srednje,2,0,0.0,2.76,0.01
16.04.2001.,382.26,112.79,0.0,11.9,Proljece,Nisko,2,0,2.76,0.0,-0.01
17.04.2001.,382.23,130.29,2.76,14.3,Proljece,Visoko,3,0,0.0,0.0,-0.03
18.04.2001.,382.21,123.43,0.0,13.6,Proljece,Visoko,3,0,0.0,3.92,-0.02
19.04.2001.,382.23,128.59,0.0,18.1,Proljece,Nisko,1,0,3.92,0.0,0.02
20.04.2001.,382.27,129.96,3.92,8.8,Proljece,Visoko,2,0,0.0,66.21,0.04
21.04.2001.,382.34,97.68,0.0,4.9,Proljece,Nisko,1,0,66.21,9.84,0.07
22.04.2001.,382.57,450.0,66.21,13.1,Proljece,Srednje,3,0,9.84,0.0,0.23
23.04.2001.,382.75,407.11,9.84,15.9,Proljece,Visoko,3,1,0.0,87.46,0.18
24.04.2001.,382.98,321.42,0.0,14.6,Proljece,Srednje,2,0,87.46,27.98,0.23
25.04.2001.,383.2,450.0,87.46,18.9,Proljece,Visoko,3,0,27.98,0.0,0.22
26.04.2001.,383.44,450.0,27.98,15.7,Proljece,Visoko,3,0,0.0,6.83,0.24
27.04.2001.,383.56,348.44,0.0,11.7,Proljece,Visoko,3,0,6.83,0.0,0.12
28.04.2001.,383.68,289.31,6.83,4.7,Proljece,Nisko,2,0,0.0,0.0,0.12
29.04.2001.,383.77,230.24,0.0,13.1,Proljece,Nisko,2,0,0.0,0.0,0.09
30.04.2001.,383.81,204.53,0.0,18.1,Proljece,Srednje,3,0,0.0,0.0,0.04
01.05.2001.,383.81,170.81,0.0,12.4,Proljece,Srednje,2,0,0.0,0.0,0.0
02.05.2001.,383.84,148.22,0.0,14.1,Proljece,Srednje,2,0,0.0,11.24,0.03
03.05.2001.,383.87,135.88,0.0,15.7,Proljece,Nisko,2,0,11.24,5.53,0.03
04.05.2001.,383.86,172.58,11.24,9.9,Proljece,Visoko,3,0,5.53,0.0,-0.01
05.05.2001.,383.89,185.62,5.53,16.5,Proljece,Visoko,2,0,0.0,0.0,0.03
06.05.2001.,383.95,184.71,0.0,20.5,Proljece,Nisko,2,0,0.0,0.0,0.06
07.05.2001.,383.94,156.66,0.0,13.3,Proljece,Nisko,2,0,0.0,0.0,-0.01
08.05.2001.,383.96,127.32,0.0,9.5,Proljece,Nisko,2,0,0.0,0.0,0.02
09.05.2001.,383.94,114.93,0.0,13.7,Proljece,Nisko,2,0,0.0,0.0,-0.02
10.05.2001.,383.92,88.7,0.0,5.1,Proljece,Srednje,2,0,0.0,12.84,-0.02
11.05.2001.,383.87,93.23,0.0,15.3,Proljece,Visoko,2,0,12.84,9.7,-0.05
12.05.2001.,383.89,167.45,12.84,15.8,Proljece,Nisko,2,0,9.7,47.13,0.02
13.05.2001.,383.98,217.35,9.7,20.7,Proljece,Srednje,2,0,47.13,21.05,0.09
14.05.2001.,384.2,433.26,47.13,13.2,Proljece,Srednje,3,0,21.05,0.0,0.22
15.05.2001.,384.44,450.0,21.05,15.6,Proljece,Srednje,3,0,0.0,0.0,0.24
16.05.2001.,384.63,340.16,0.0,10.6,Proljece,Srednje,2,0,0.0,58.6,0.19
17.05.2001.,384.74,265.91,0.0,12.6,Proljece,Srednje,2,0,58.6,4.38,0.11
18.05.2001.,384.97,450.0,58.6,7.9,Proljece,Visoko,3,0,4.38,91.94,0.23
19.05.2001.,385.15,370.72,4.38,13.2,Proljece,Srednje,2,0,91.94,0.0,0.18
20.05.2001.,385.41,450.0,91.94,12.8,Proljece,Srednje,3,0,0.0,0.0,0.26
21.05.2001.,385.6,352.17,0.0,15.2,Proljece,Srednje,2,0,0.0,28.2,0.19
22.05.2001.,385.71,270.19,0.0,11.5,Proljece,Nisko,2,1,28.2,4.97,0.11
23.05.2001.,385.94,372.35,28.2,14.3,Proljece,Nisko,2,0,4.97,7.43,0.23
24.05.2001.,386.14,315.68,4.97,12.7,Proljece,Srednje,2,0,7.43,0.0,0.2
25.05.2001.,386.26,288.88,7.43,12.7,Proljece,Nisko,2,0,0.0,0.0,0.12
26.05.2001.,386.33,233.63,0.0,14.3,Proljece,Nisko,2,0,0.0,36.11,0.07
27.05.2001.,386.39,193.66,0.0,14.2,Proljece,Srednje,2,0,36.11,0.0,0.06
28.05.2001.,386.65,373.88,36.11,17.0,Proljece,Srednje,2,0,0.0,0.0,0.26
29.05.2001.,386.75,294.4,0.0,13.5,Proljece,Nisko,2,0,0.0,16.44,0.1
30.05.2001.,386.86,232.88,0.0,12.6,Proljece,Srednje,2,0,16.44,2.54,0.11
31.05.2001.,386.93,278.57,16.44,13.3,Proljece,Srednje,3,0,2.54,0.0,0.07
01.06.2001.,387.01,204.11,2.54,29.1,Ljeto,Srednje,2,0,0.0,0.0,0.08
02.06.2001.,387.0,148.08,0.0,30.6,Ljeto,Nisko,2,0,0.0,0.0,-0.01
03.06.2001.,387.05,111.05,0.0,40.1,Ljeto,Srednje,1,0,0.0,3.07,0.05
04.06.2001.,387.04,80.82,0.0,28.3,Ljeto,Nisko,1,0,3.07,0.0,-0.01
05.06.2001.,386.99,68.23,3.07,30.9,Ljeto,Srednje,2,0,0.0,2.13,-0.05
06.06.2001.,386.98,49.77,0.0,30.5,Ljeto,Nisko,1,0,2.13,0.0,-0.01
07.06.2001.,386.94,38.34,2.13,31.0,Ljeto,Nisko,1,0,0.0,4.31,-0.04
08.06.2001.,386.86,34.18,0.0,30.7,Ljeto,Visoko,2,0,4.31,0.0,-0.08
09.06.2001.,386.83,29.05,4.31,33.1,Ljeto,Nisko,1,0,0.0,4.35,-0.03
10.06.2001.,386.76,22.73,0.0,25.2,Ljeto,Srednje,1,0,4.35,0.0,-0.07
11.06.2001.,386.68,38.17,4.35,36.1,Ljeto,Srednje,2,0,0.0,0.0,-0.08
12.06.2001.,386.64,37.74,0.0,34.5,Ljeto,Nisko,1,0,0.0,4.26,-0.04
13.06.2001.,386.6,27.36,0.0,27.0,Ljeto,Nisko,1,0,4.26,0.0,-0.04
14.06.2001.,386.53,22.93,4.26,22.9,Ljeto,Visoko,1,0,0.0,6.84,-0.07
15.06.2001.,386.45,17.45,0.0,28.1,Ljeto,Visoko,2,0,6.84,0.0,-0.08
16.06.2001.,386.4,22.85,6.84,31.0,Ljeto,Nisko,1,0,0.0,0.0,-0.05
17.06.2001.,386.34,19.04,0.0,42.0,Ljeto,Nisko,1,0,0.0,0.0,-0.06
18.06.2001.,386.24,15.83,0.0,34.2,Ljeto,Visoko,2,0,0.0,0.15,-0.1
19.06.2001.,386.18,14.83,0.0,24.8,Ljeto,Srednje,1,0,0.15,6.32,-0.06
20.06.2001.,386.11,11.47,0.15,29.2,Ljeto,Nisko,1,0,6.32,1.84,-0.07
21.06.2001.,386.09,15.65,6.32,31.8,Ljeto,Srednje,1,0,1.84,0.52,-0.02
22.06.2001.,386.09,18.19,1.84,33.0,Ljeto,Srednje,1,0,0.52,0.6,0.0
23.06.2001.,386.02,15.08,0.52,26.7,Ljeto,Nisko,1,0,0.6,0.0,-0.07
24.06.2001.,385.96,11.71,0.6,31.5,Ljeto,Srednje,1,0,0.0,0.71,-0.06
25.06.2001.,385.91,10.8,0.0,29.1,Ljeto,Srednje,1,0,0.71,0.0,-0.05
26.06.2001.,385.82,9.27,0.71,27.6,Ljeto,Srednje,1,0,0.0,5.6,-0.09
27.06.2001.,385.75,9.48,0.0,33.0,Ljeto,Nisko,1,0,5.6,5.21,-0.07
28.06.2001.,385.68,12.91,5.6,35.1,Ljeto,Srednje,1,0,5.21,0.0,-0.07
29.06.2001.,385.63,13.28,5.21,35.4,Ljeto,Srednje,1,0,0.0,0.0,-0.05
30.06.2001.,385.66,12.1,0.0,34.3,Ljeto,Nisko,0,0,0.0,0.0,0.03
